spaeti_id,district_id,neighborhood_id,name,address,phone_number,email,website,latitude,longitude,opening_hours,district_name,neighborhood_name
26867411,11004004,0407,Bavaria petrol,Heilbronner Straße,nan,nan,nan,52.5019744,13.2944957,Mo-Fr 07:00-22:00; Sa 08:00-22:00,Charlottenburg-Wilmersdorf,Halensee
29997723,11004004,0405,Aral,Messedamm,nan,nan,https://tankstelle.aral.de/tankstelle/berlin/messedamm-6/28601500/,52.5083702,13.2809474,24/7,Charlottenburg-Wilmersdorf,Westend
63253672,11004004,0407,Späti Joe,Joachim-Friedrich-Straße,nan,nan,nan,52.4993218,13.2961178,24/7,Charlottenburg-Wilmersdorf,Halensee
266629404,11010010,1003,...nah und gut,Mädewalder Weg,+49 30 5677706,e-markt-vollack@t-online.de,nan,52.5092086,13.5874999,Mo-Fr 07:00-19:00; Sa 07:00-13:00; PH off,Marzahn-Hellersdorf,Kaulsdorf
269475044,11002002,0202,Milchladen,Dresdener Straße,nan,nan,nan,52.501786,13.4165373,Mo-Fr 11:00-18:00; Su 13:00-18:00,Friedrichshain-Kreuzberg,Kreuzberg
270719151,11006006,0603,Zeitungskiosk Bagci,Dillgesstraße,nan,nan,nan,52.4346233,13.3424786,nan,Steglitz-Zehlendorf,Lankwitz
278124916,11002002,0201,Drinks & more,Revaler Straße,nan,nan,nan,52.5083609,13.4530076,nan,Friedrichshain-Kreuzberg,Friedrichshain
281413022,11009009,0910,Spreves,Friedrichshagener Straße,nan,nan,nan,52.452062,13.5784714,Mo-Su 00:00-24:00,Treptow-Köpenick,Köpenick
282406641,11002002,0201,Drink Oase,Gärtnerstraße,nan,nan,nan,52.5108993,13.4611651,nan,Friedrichshain-Kreuzberg,Friedrichshain
285079008,11002002,0201,Drinkbox,Boxhagener Straße,nan,nan,nan,52.5125022,13.4602102,nan,Friedrichshain-Kreuzberg,Friedrichshain
285096511,11002002,0201,Späti am Comenius,Gubener Straße,nan,nan,nan,52.5114694,13.4490353,"Mo-Th 08:00-00:00, Fr 08:00-01:00, Sa 08:00-01:00, So 08:00-23:00",Friedrichshain-Kreuzberg,Friedrichshain
287297820,11003003,0301,Midnight Shop,Schönhauser Allee,nan,nan,nan,52.5291171,13.4094976,"Su-Th 08:00-04:00, Fr,Sa 08:00-05:00",Pankow,Prenzlauer Berg
291256974,11002002,0201,Kiez Kiosk,Libauer Straße,nan,nan,nan,52.5099551,13.4552692,nan,Friedrichshain-Kreuzberg,Friedrichshain
292909486,11004004,0402,tabak & presse,Joachimsthaler Straße,nan,nan,nan,52.4996912,13.3304422,Mo-Fr 10:00-19:00; Sa 10:00-17:00,Charlottenburg-Wilmersdorf,Wilmersdorf
310267641,11002002,0202,E-Kiezmarkt,Dieffenbachstraße,nan,nan,nan,52.492463,13.4177005,Mo-Sa 07:00-20:00,Friedrichshain-Kreuzberg,Kreuzberg
310377176,11007007,0701,Mein Markt,Innsbrucker Straße,nan,nan,nan,52.4808992,13.3430964,Mo-Fr 08:00-20:00; Sa 08:00-16:00,Tempelhof-Schöneberg,Schöneberg
312820851,11001001,0106,Spätkauf,Gerichtstraße,nan,nan,nan,52.5429183,13.376473,Mo-Sa 07:30-23:00; Su 14:00-20:00,Mitte,Gesundbrunnen
313874493,11002002,0201,Eren,Ebertystraße,nan,nan,nan,52.5262878,13.4516579,Mo-Sa 08:00-24:00,Friedrichshain-Kreuzberg,Friedrichshain
314401614,11002002,0201,Asia Lebensmittel,Straßmannstraße,nan,nan,nan,52.5231705,13.4531781,nan,Friedrichshain-Kreuzberg,Friedrichshain
314401620,11002002,0201,Ja Dilo,Petersburger Straße,nan,nan,nan,52.5223054,13.4509232,nan,Friedrichshain-Kreuzberg,Friedrichshain
322153511,11001001,0101,Kiezmarkt,Große Hamburger Straße,+49 30 28388905,nan,nan,52.5270008,13.3983824,Mo-Sa 08:00-22:00,Mitte,Mitte
324227451,11001001,0101,Linden Grill,Unter den Linden,nan,nan,nan,52.5165439,13.382678,nan,Mitte,Mitte
331347585,11002002,0201,Nice 2 See U,Wühlischstraße,nan,nan,nan,52.5087187,13.4616129,nan,Friedrichshain-Kreuzberg,Friedrichshain
345783262,11006006,0602,Kiosk 24h,Baseler Straße,nan,nan,nan,52.4430926,13.2952128,24/7,Steglitz-Zehlendorf,Lichterfelde
410135914,11002002,0202,Multi-Kulti-Shop,Wiener Straße,nan,nan,nan,52.4956379,13.4364652,"Su-Th 10:00-24:00, Fr,Sa 10:00-24:00+, Mo-Th 07:30-24:00, Fr 07:30-01:30, Sa 08:00-24:00",Friedrichshain-Kreuzberg,Kreuzberg
415551368,11003003,0301,KIOSK,Lychener Straße,nan,nan,nan,52.5430552,13.4165959,nan,Pankow,Prenzlauer Berg
420512359,11007007,0703,Spätkauf am Atillaplatz,Alarichstraße,+49 30 63412121,nan,nan,52.4550699,13.375534,"Mo-Th 06:00-00:00, Fr 06:00-01:00, Sa 10:00-00:30, Su 11:00-22:00",Tempelhof-Schöneberg,Tempelhof
427670057,11011011,1103,Sheran Späti + Hermes Paketshop,Frankfurter Allee,nan,nan,nan,52.5120549,13.4970713,Mo-Su 07:00-01:00,Lichtenberg,Lichtenberg
427670062,11011011,1103,Kiez-Shop,Frankfurter Allee,nan,nan,nan,52.5117432,13.4974878,nan,Lichtenberg,Lichtenberg
428553725,11007007,0702,Post & More,Rheinstraße,nan,nan,nan,52.4673608,13.3312565,nan,Tempelhof-Schöneberg,Friedenau
429729075,11007007,0701,City-Kiosk,Hauptstraße,nan,nan,nan,52.4899925,13.3602113,nan,Tempelhof-Schöneberg,Schöneberg
431655696,11002002,0201,LPG,Krossener Straße,030 29351437,lpgbox@posteo.de,nan,52.5098271,13.4622545,Mo-Fr 09:00-20:00; Sa 09:00-18:00,Friedrichshain-Kreuzberg,Friedrichshain
442749323,11008008,0801,Spät-Shop,Silbersteinstraße,nan,nan,nan,52.4673029,13.4403109,nan,Neukölln,Neukölln
454251024,11008008,0801,Spätcampus,Weichselstraße,+4915731666909,nan,nan,52.4860909,13.4351467,24/7,Neukölln,Neukölln
473629401,11001001,0106,Soldiner Späti,Soldiner Straße,nan,nan,nan,52.5578099,13.3900362,Mo-Sa 06:00-02:00,Mitte,Gesundbrunnen
476259949,11008008,0801,Heimgetränke,Innstraße,nan,nan,nan,52.4816447,13.4441313,nan,Neukölln,Neukölln
497835260,11008008,0801,Lotto Zeitungen Uray,Treptower Straße,nan,nan,nan,52.4823539,13.4539374,"Mo-Fr 06:00-22:00; Sa 07:00-22:00; PH,Su off",Neukölln,Neukölln
506197795,11003003,0301,Lateshop Café Roj,Stargarder Straße,nan,nan,nan,52.544033,13.4242868,nan,Pankow,Prenzlauer Berg
522780551,11001001,0106,Presse Tabak / Hermes Paket Shop,Stettiner Straße,nan,nan,nan,52.5548991,13.38937,Mo-Fr 06:00-18:00; Sa-Su 07:00-18:00,Mitte,Gesundbrunnen
524769051,11012012,1202,Minimarkt Tegel,Alt-Tegel,nan,nan,nan,52.5891787,13.2803819,Mo-Sa 10:00-22:00,Reinickendorf,Tegel
530715910,11001001,0105,Spätkauf & Backwaren,Sprengelstraße,nan,nan,nan,52.542862,13.3590534,nan,Mitte,Wedding
539491913,11009009,0903,Spätkauf,Baumschulenstraße,nan,nan,nan,52.4672572,13.4893514,nan,Treptow-Köpenick,Baumschulenweg
541077709,11003003,0301,Spätkauf 19,Danziger Straße,nan,nan,nan,52.5406899,13.4161081,nan,Pankow,Prenzlauer Berg
560524658,11003003,0301,Asia Markt Frischekorb,Stargarder Straße,nan,nan,nan,52.5472275,13.4157637,Mo-Sa 08:00-21:00,Pankow,Prenzlauer Berg
560525457,11003003,0301,Verbrauchermarkt,Stargarder Straße,nan,nan,nan,52.5454075,13.4204087,nan,Pankow,Prenzlauer Berg
567546844,11002002,0201,Eberty Point,Ebertystraße,nan,nan,nan,52.523981,13.4527734,nan,Friedrichshain-Kreuzberg,Friedrichshain
573381061,11002002,0201,Quang Loi,Scharnweberstraße,nan,nan,nan,52.5128191,13.4673128,nan,Friedrichshain-Kreuzberg,Friedrichshain
576051172,11002002,0201,Lebensmittel,Kinzigstraße,nan,nan,nan,52.5129377,13.4658832,nan,Friedrichshain-Kreuzberg,Friedrichshain
576051178,11002002,0201,Euro Spätkauf,Frankfurter Allee,nan,nan,nan,52.514379,13.4659476,24/7,Friedrichshain-Kreuzberg,Friedrichshain
577380846,11003003,0301,Papki,Pappelallee,nan,nan,nan,52.5461354,13.4180767,nan,Pankow,Prenzlauer Berg
588552735,11003003,0302,Insaf Supermarkt,Berliner Allee,+49-30-97008224,nan,nan,52.5494813,13.4555878,Mo-Sa 08:00-21:00,Pankow,Weißensee
616284708,11011011,1103,Kiezshop am Stadtpark,Möllendorffstraße,nan,nan,nan,52.5200009,13.4793952,nan,Lichtenberg,Lichtenberg
626304112,11003003,0301,Corner,Greifswalder Straße,nan,nan,nan,52.5344555,13.4305661,"Mo-Th 08:00-24:00; Fr,Sa 08:00-01:00",Pankow,Prenzlauer Berg
639566330,11004004,0407,Backshop & Kiosk,Joachim-Friedrich-Straße,nan,nan,nan,52.4933967,13.2958852,Mo-Fr 07:00-19:00; Sa 07:30-17:00,Charlottenburg-Wilmersdorf,Halensee
644658972,11001001,0106,Tabak Getränke Kaffee,Prinzenallee,nan,nan,nan,52.5538775,13.383155,nan,Mitte,Gesundbrunnen
644659553,11001001,0106,Zeitungsladen Parlak,Pankstraße,nan,nan,nan,52.5504533,13.3788501,Mo-Fr 05:00-20:00; Sa 06:00-20:00; Su 07:00-20:00,Mitte,Gesundbrunnen
646577061,11007007,0701,S. Balz,Ansbacher Straße,nan,nan,nan,52.5029438,13.3428732,Mo-Fr 06:00-20:00; Sa 07:00-20:00; Su off,Tempelhof-Schöneberg,Schöneberg
667858504,11002002,0202,Kiezkauf,Oranienstraße,nan,nan,nan,52.5033965,13.4120065,nan,Friedrichshain-Kreuzberg,Kreuzberg
685354675,11011011,1112,Oma Wenda,Irenenstraße,nan,nan,nan,52.5094753,13.4985107,Mo-Fr 09:00-20:00; Sa 09:30-20:00; PH closed,Lichtenberg,Rummelsburg
697714204,11003003,0301,La Bodega,Schwedter Straße,nan,nan,nan,52.5342305,13.4086992,Mo-Su 12:00-24:00,Pankow,Prenzlauer Berg
697907411,11003003,0301,Spätkauf -Late Shopping,Schönhauser Allee,nan,nan,nan,52.5488264,13.4140802,nan,Pankow,Prenzlauer Berg
699713742,11011011,1103,Boysen Späti,Schulze-Boysen-Straße,nan,nan,nan,52.5082964,13.480045,24/7,Lichtenberg,Lichtenberg
700775293,11011011,1112,Cleopatra's Oriental Food,Weitlingstraße,nan,nan,nan,52.5064642,13.4959683,Mo-Sa 08:30-22:00,Lichtenberg,Rummelsburg
700775294,11011011,1112,Trang Asia Supermarkt,Weitlingstraße,+49 152 36763353,nan,nan,52.5067828,13.4965201,"Mo-Fr 09:00-20:00, Sa 09:00-19:00",Lichtenberg,Rummelsburg
